city_name,date,confirmed_cases,death_cases
Gangwon,2020-03-01,0.0,0.0
Gangwon,2020-03-04,21.0,0.0
Gangwon,2020-03-05,23.0,0.0
Gangwon,2020-03-06,25.0,0.0
Gangwon,2020-03-07,26.0,1.0
Gangwon,2020-03-08,27.0,1.0
Gangwon,2020-03-09,28.0,1.0
Gangwon,2020-03-10,28.0,1.0
Gangwon,2020-03-11,29.0,1.0
Gangwon,2020-03-12,29.0,1.0
Gangwon,2020-03-13,29.0,1.0
Gangwon,2020-03-14,29.0,1.0
Gangwon,2020-03-15,29.0,1.0
Gangwon,2020-03-16,29.0,1.0
Gangwon,2020-03-17,29.0,1.0
Gangwon,2020-03-18,30.0,1.0
Gangwon,2020-03-19,30.0,1.0
Gangwon,2020-03-20,30.0,1.0
Gangwon,2020-03-21,30.0,1.0
Gangwon,2020-03-22,30.0,1.0
Gangwon,2020-03-23,30.0,1.0
Gangwon,2020-03-24,30.0,1.0
Gangwon,2020-03-25,31.0,1.0
Gangwon,2020-03-26,31.0,1.0
Gangwon,2020-03-27,31.0,1.0
Gangwon,2020-03-28,32.0,1.0
Gangwon,2020-03-29,34.0,1.0
Gangwon,2020-03-30,36.0,1.0
Gangwon,2020-03-31,36.0,1.0
Gangwon,2020-04-01,38.0,1.0
Gangwon,2020-04-02,39.0,1.0
Gangwon,2020-04-03,41.0,1.0
Gangwon,2020-04-04,42.0,1.0
Gangwon,2020-04-05,45.0,1.0
Gangwon,2020-04-06,45.0,1.0
Gangwon,2020-04-07,47.0,1.0
Gangwon,2020-04-08,98.0,2.0
Gangwon,2020-04-09,147.0,3.0
Gangwon,2020-04-10,98.0,2.0
Gangwon,2020-04-11,49.0,1.0
Gangwon,2020-04-12,52.0,1.0
Gangwon,2020-04-13,49.0,1.0
Gangwon,2020-04-14,49.0,1.0
Gangwon,2020-04-15,51.0,1.0
Gangwon,2020-04-16,104.0,2.0
Gangwon,2020-04-17,52.0,1.0
Gangwon,2020-04-18,53.0,1.0
Gangwon,2020-04-19,53.0,2.0
Gangwon,2020-04-20,53.0,2.0
Gangwon,2020-04-21,53.0,2.0
Gangwon,2020-04-22,53.0,2.0
Gangwon,2020-04-23,53.0,2.0
Gangwon,2020-04-24,53.0,2.0
Gangwon,2020-04-25,53.0,2.0
Gangwon,2020-04-26,53.0,2.0
Gangwon,2020-04-27,53.0,2.0
Gangwon,2020-04-28,53.0,2.0
Gangwon,2020-04-29,53.0,2.0
Gangwon,2020-04-30,53.0,2.0
Gangwon,2020-05-01,53.0,2.0
Gangwon,2020-05-02,53.0,2.0
Gangwon,2020-05-03,53.0,2.0
Gangwon,2020-05-04,53.0,2.0
Gangwon,2020-05-05,53.0,2.0
Gangwon,2020-05-06,53.0,2.0
Gangwon,2020-05-07,53.0,2.0
Gangwon,2020-05-08,53.0,2.0
Gangwon,2020-05-09,53.0,2.0
Gangwon,2020-05-10,53.0,2.0
Gangwon,2020-05-11,54.0,2.0
Gangwon,2020-05-12,54.0,2.0
Gangwon,2020-05-13,54.0,2.0
Gangwon,2020-05-14,55.0,2.0
Gangwon,2020-05-15,55.0,2.0
Gangwon,2020-05-16,55.0,2.0
Gangwon,2020-05-17,55.0,2.0
Gangwon,2020-05-18,55.0,2.0
Gangwon,2020-05-19,55.0,2.0
Gangwon,2020-05-20,55.0,2.0
Gangwon,2020-05-21,55.0,2.0
Gangwon,2020-05-22,55.0,2.0
Gangwon,2020-05-23,55.0,2.0
Gangwon,2020-05-24,56.0,2.0
Gangwon,2020-05-25,56.0,2.0
Gangwon,2020-05-26,56.0,3.0
Gangwon,2020-05-27,56.0,3.0
Gangwon,2020-05-28,56.0,3.0
Gangwon,2020-05-29,56.0,3.0
Gangwon,2020-05-30,57.0,3.0
Gangwon,2020-05-31,57.0,3.0
Gangwon,2020-06-01,57.0,3.0
Gangwon,2020-06-02,57.0,3.0
Gangwon,2020-06-03,57.0,3.0
Gangwon,2020-06-04,57.0,3.0
Gangwon,2020-06-05,115.0,6.0
Gangwon,2020-06-07,58.0,3.0
Gangwon,2020-06-08,58.0,3.0
Gangwon,2020-06-09,58.0,3.0
Gangwon,2020-06-10,59.0,3.0
Gangwon,2020-06-11,59.0,3.0
Gangwon,2020-06-12,59.0,3.0
Gangwon,2020-06-13,59.0,3.0
Gangwon,2020-06-14,60.0,3.0
Gangwon,2020-06-15,60.0,3.0
Gangwon,2020-06-16,60.0,3.0
Gangwon,2020-06-17,60.0,3.0
Gangwon,2020-06-18,60.0,3.0
Gangwon,2020-06-19,60.0,3.0
Gangwon,2020-06-20,60.0,3.0
Gangwon,2020-06-21,62.0,3.0
Gangwon,2020-06-22,62.0,3.0
Gangwon,2020-06-23,62.0,3.0
Gangwon,2020-06-24,63.0,3.0
Gangwon,2020-06-25,63.0,3.0
Gangwon,2020-06-26,64.0,3.0
Gangwon,2020-06-27,128.0,6.0
Gangwon,2020-06-28,64.0,3.0
Gangwon,2020-06-29,64.0,3.0
Gangwon,2020-06-30,65.0,3.0
Gangwon,2020-07-01,65.0,3.0
Gangwon,2020-07-02,65.0,3.0
Gangwon,2020-07-03,65.0,3.0
Gangwon,2020-07-04,65.0,3.0
Gangwon,2020-07-05,66.0,3.0
Gangwon,2020-07-06,67.0,3.0
Gangwon,2020-07-07,67.0,3.0
Gangwon,2020-07-08,67.0,3.0
Gangwon,2020-07-09,67.0,3.0
Gangwon,2020-07-10,67.0,3.0
Gangwon,2020-07-11,67.0,3.0
Gangwon,2020-07-12,67.0,3.0
Gangwon,2020-07-13,69.0,3.0
Gangwon,2020-07-14,69.0,3.0
Gangwon,2020-07-15,69.0,3.0
Gangwon,2020-07-16,72.0,3.0
Gangwon,2020-07-17,72.0,3.0
Gangwon,2020-07-18,72.0,3.0
Gangwon,2020-07-19,72.0,3.0
Gangwon,2020-07-20,72.0,3.0
Gangwon,2020-07-21,72.0,3.0
Gangwon,2020-07-22,72.0,3.0
Gangwon,2020-07-23,72.0,3.0
Gangwon,2020-07-24,72.0,3.0
Gangwon,2020-07-25,72.0,3.0
Gangwon,2020-07-26,72.0,3.0
Gangwon,2020-07-27,72.0,3.0
Gangwon,2020-07-28,72.0,3.0
Gangwon,2020-07-29,72.0,3.0
Gangwon,2020-07-30,72.0,3.0
Gangwon,2020-07-31,74.0,3.0
Gangwon,2020-08-01,74.0,3.0
Gangwon,2020-08-02,74.0,3.0
Gangwon,2020-08-03,74.0,3.0
Gangwon,2020-08-04,74.0,3.0
Gangwon,2020-08-05,75.0,3.0
Gangwon,2020-08-06,154.0,6.0
Gangwon,2020-08-07,77.0,3.0
Gangwon,2020-08-08,77.0,3.0
Gangwon,2020-08-09,77.0,3.0
Gangwon,2020-08-10,77.0,3.0
Gangwon,2020-08-11,77.0,3.0
Gangwon,2020-08-12,77.0,3.0
Gangwon,2020-08-13,77.0,3.0
Gangwon,2020-08-14,78.0,3.0
Gangwon,2020-08-15,81.0,3.0
Gangwon,2020-08-16,81.0,3.0
Gangwon,2020-08-17,82.0,3.0
Gangwon,2020-08-18,84.0,3.0
Gangwon,2020-08-19,90.0,3.0
Gangwon,2020-08-20,95.0,3.0
Gangwon,2020-08-21,104.0,3.0
Gangwon,2020-08-22,120.0,3.0
Gangwon,2020-08-23,135.0,3.0
Gangwon,2020-08-24,141.0,3.0
Gangwon,2020-08-25,149.0,3.0
Gangwon,2020-08-26,167.0,3.0
Gangwon,2020-08-27,181.0,3.0
Gangwon,2020-08-28,184.0,3.0
Gangwon,2020-08-29,184.0,3.0
Gangwon,2020-08-30,186.0,3.0
Gangwon,2020-08-31,189.0,3.0
Gangwon,2020-09-01,193.0,3.0
Gangwon,2020-09-02,195.0,3.0
Gangwon,2020-09-03,199.0,3.0
Gangwon,2020-09-04,202.0,3.0
Gangwon,2020-09-05,205.0,3.0
Gangwon,2020-09-06,210.0,3.0
Gangwon,2020-09-07,210.0,3.0
Gangwon,2020-09-08,210.0,3.0
Gangwon,2020-09-09,210.0,3.0
Gangwon,2020-09-10,212.0,3.0
Gangwon,2020-09-11,212.0,3.0
Gangwon,2020-09-12,215.0,3.0
Gangwon,2020-09-13,216.0,3.0
Gangwon,2020-09-14,216.0,3.0
Gangwon,2020-09-15,217.0,3.0
Gangwon,2020-09-16,217.0,3.0
Gangwon,2020-09-17,217.0,3.0
Gangwon,2020-09-18,217.0,3.0
Gangwon,2020-09-19,217.0,3.0
Gangwon,2020-09-20,217.0,3.0
Gangwon,2020-09-21,217.0,3.0
Gangwon,2020-09-22,219.0,3.0
Gangwon,2020-09-23,220.0,3.0
Gangwon,2020-09-24,444.0,6.0
Gangwon,2020-09-25,223.0,3.0
Gangwon,2020-09-26,446.0,6.0
Gangwon,2020-09-27,223.0,3.0
Gangwon,2020-09-28,224.0,3.0
Gangwon,2020-09-29,224.0,3.0
Gangwon,2020-09-30,224.0,3.0
Gangwon,2020-10-01,224.0,3.0
Gangwon,2020-10-02,224.0,3.0
Gangwon,2020-10-03,448.0,6.0
Gangwon,2020-10-04,224.0,3.0
Gangwon,2020-10-05,224.0,3.0
Gangwon,2020-10-06,224.0,3.0
Gangwon,2020-10-07,224.0,3.0
Gangwon,2020-10-08,224.0,3.0
Gangwon,2020-10-09,224.0,3.0
Gangwon,2020-10-10,224.0,3.0
Gangwon,2020-10-11,226.0,3.0
Gangwon,2020-10-12,227.0,3.0
Gangwon,2020-10-13,231.0,3.0
Gangwon,2020-10-14,231.0,3.0
Gangwon,2020-10-15,232.0,3.0
Gangwon,2020-10-16,232.0,3.0
Gangwon,2020-10-17,235.0,3.0
Gangwon,2020-10-18,237.0,3.0
Gangwon,2020-10-19,476.0,6.0
Gangwon,2020-10-20,241.0,3.0
Gangwon,2020-10-21,243.0,3.0
Gangwon,2020-10-22,245.0,3.0
Gangwon,2020-10-23,246.0,3.0
Gangwon,2020-10-24,246.0,3.0
Gangwon,2020-10-25,246.0,3.0
Gangwon,2020-10-26,246.0,3.0
Gangwon,2020-10-27,252.0,3.0
Gangwon,2020-10-28,266.0,3.0
Gangwon,2020-10-29,273.0,3.0
Gangwon,2020-10-30,279.0,3.0
Gangwon,2020-10-31,279.0,3.0
Gangwon,2020-11-01,282.0,3.0
Gangwon,2020-11-02,283.0,3.0
Gangwon,2020-11-03,284.0,3.0
Gangwon,2020-11-04,284.0,3.0
Gangwon,2020-11-05,285.0,3.0
Gangwon,2020-11-06,292.0,3.0
Gangwon,2020-11-07,296.0,3.0
Gangwon,2020-11-08,305.0,3.0
Gangwon,2020-11-09,316.0,3.0
Gangwon,2020-11-10,319.0,3.0
Gangwon,2020-11-11,328.0,3.0
Gangwon,2020-11-12,334.0,3.0
Gangwon,2020-11-13,357.0,3.0
Gangwon,2020-11-14,375.0,4.0
Gangwon,2020-11-15,394.0,4.0
Gangwon,2020-11-16,414.0,4.0
Gangwon,2020-11-17,427.0,4.0
Gangwon,2020-11-18,432.0,5.0
Gangwon,2020-11-19,452.0,5.0
Gangwon,2020-11-20,476.0,5.0
Gangwon,2020-11-21,491.0,5.0
Gangwon,2020-11-22,504.0,5.0
Gangwon,2020-11-23,516.0,6.0
Gangwon,2020-11-24,562.0,6.0
Gangwon,2020-11-25,575.0,6.0
Gangwon,2020-11-26,583.0,6.0
Gangwon,2020-11-27,592.0,6.0
Gangwon,2020-11-28,625.0,6.0
Gangwon,2020-11-29,1288.0,12.0
Gangwon,2020-11-30,652.0,6.0
Gangwon,2020-12-01,661.0,6.0
Gangwon,2020-12-02,673.0,6.0
Gangwon,2020-12-03,681.0,6.0
Gangwon,2020-12-04,684.0,6.0
Gangwon,2020-12-05,693.0,6.0
Gangwon,2020-12-06,705.0,8.0
Gangwon,2020-12-07,714.0,9.0
Gangwon,2020-12-08,722.0,9.0
Gangwon,2020-12-09,727.0,10.0
Gangwon,2020-12-10,742.0,10.0
Gangwon,2020-12-11,753.0,11.0
Gangwon,2020-12-12,789.0,11.0
Gangwon,2020-12-13,807.0,12.0
Gangwon,2020-12-14,821.0,12.0
Gangwon,2020-12-15,834.0,12.0
Gangwon,2020-12-16,842.0,12.0
Gangwon,2020-12-17,900.0,26.0
Gangwon,2020-12-18,869.0,13.0
Gangwon,2020-12-19,1792.0,26.0
Gangwon,2020-12-20,951.0,13.0
Gangwon,2020-12-21,976.0,13.0
Gangwon,2020-12-22,1998.0,26.0
Gangwon,2020-12-23,2024.0,26.0
Gangwon,2020-12-24,2066.0,26.0
Gangwon,2020-12-25,1047.0,13.0
Gangwon,2020-12-26,1083.0,13.0
Gangwon,2020-12-27,1106.0,13.0
Gangwon,2020-12-28,1133.0,13.0
Gangwon,2020-12-29,2308.0,26.0
Gangwon,2020-12-30,1171.0,13.0
Gangwon,2020-12-31,1207.0,13.0
Gangwon,2021-01-01,1237.0,13.0
Gangwon,2021-01-02,1268.0,13.0
Gangwon,2021-01-03,1301.0,15.0
Gangwon,2021-01-04,1329.0,17.0
Gangwon,2021-01-05,2712.0,34.0
Gangwon,2021-01-06,1372.0,17.0
Gangwon,2021-01-07,1402.0,17.0
Gangwon,2021-01-08,1413.0,18.0
Gangwon,2021-01-09,1419.0,18.0
Gangwon,2021-01-10,1439.0,20.0
Gangwon,2021-01-11,1450.0,20.0
Gangwon,2021-01-12,1457.0,21.0
Gangwon,2021-01-13,1478.0,23.0
Gangwon,2021-01-14,1489.0,24.0
Gangwon,2021-01-15,1502.0,24.0
Gangwon,2021-01-16,1525.0,24.0
Gangwon,2021-01-17,1529.0,24.0
Gangwon,2021-01-18,1545.0,25.0
Gangwon,2021-01-19,1562.0,27.0
Gangwon,2021-01-20,1573.0,28.0
Gangwon,2021-01-21,1581.0,29.0
Gangwon,2021-01-22,1590.0,29.0
Gangwon,2021-01-23,1596.0,29.0
Gangwon,2021-01-24,1607.0,30.0
Gangwon,2021-01-25,1611.0,30.0
Gangwon,2021-01-26,1654.0,30.0
Gangwon,2021-01-27,1672.0,30.0
Gangwon,2021-01-28,1678.0,30.0
Gangwon,2021-01-29,1686.0,30.0
Gangwon,2021-01-30,1689.0,32.0
Gangwon,2021-01-31,1695.0,32.0
Gangwon,2021-02-01,1703.0,32.0
Gangwon,2021-02-02,1710.0,33.0
Gangwon,2021-02-03,1716.0,33.0
Gangwon,2021-02-04,1724.0,33.0
Gangwon,2021-02-05,1729.0,33.0
Gangwon,2021-02-06,1730.0,33.0
Gangwon,2021-02-07,1736.0,33.0
Gangwon,2021-02-08,1740.0,33.0
Gangwon,2021-02-09,1743.0,34.0
Gangwon,2021-02-10,1748.0,34.0
Gangwon,2021-02-11,1759.0,34.0
Gangwon,2021-02-12,1765.0,34.0
Gangwon,2021-02-13,1767.0,35.0
Gangwon,2021-02-14,1772.0,36.0
Gangwon,2021-02-15,1773.0,36.0
Gangwon,2021-02-16,1778.0,36.0
Gangwon,2021-02-17,1781.0,36.0
Gangwon,2021-02-18,1785.0,36.0
Gangwon,2021-02-19,1792.0,37.0
Gangwon,2021-02-20,1797.0,37.0
Gangwon,2021-02-21,1803.0,38.0
Gangwon,2021-02-22,1872.0,76.0
Gangwon,2021-02-23,1837.0,41.0
Gangwon,2021-02-24,1846.0,41.0
Gangwon,2021-02-25,1848.0,41.0
Gangwon,2021-02-26,1854.0,41.0
Gangwon,2021-02-27,1860.0,41.0
Gangwon,2021-02-28,1864.0,41.0
Gangwon,2021-03-01,1869.0,41.0
Gangwon,2021-03-02,1871.0,41.0
Gangwon,2021-03-03,1877.0,41.0
Gangwon,2021-03-04,1883.0,41.0
Gangwon,2021-03-05,1887.0,42.0
Gangwon,2021-03-06,1894.0,42.0
Gangwon,2021-03-07,1904.0,42.0
Gangwon,2021-03-08,1914.0,42.0
Gangwon,2021-03-09,1927.0,42.0
Gangwon,2021-03-10,1947.0,42.0
Gangwon,2021-03-11,1977.0,42.0
Gangwon,2021-03-12,1989.0,42.0
Gangwon,2021-03-13,2007.0,42.0
Gangwon,2021-03-14,2023.0,42.0
Gangwon,2021-03-15,2033.0,42.0
Gangwon,2021-03-16,2046.0,42.0
Gangwon,2021-03-17,2056.0,42.0
Gangwon,2021-03-18,2079.0,42.0
Gangwon,2021-03-19,2110.0,43.0
Gangwon,2021-03-20,2127.0,43.0
Gangwon,2021-03-21,2141.0,43.0
Gangwon,2021-03-22,2162.0,43.0
Gangwon,2021-03-23,2171.0,43.0
Gangwon,2021-03-24,2189.0,43.0
Gangwon,2021-03-25,2216.0,44.0
Gangwon,2021-03-26,2240.0,44.0
Gangwon,2021-03-27,2276.0,45.0
Gangwon,2021-03-28,2295.0,45.0
Gangwon,2021-03-29,2301.0,46.0
Gangwon,2021-03-30,2314.0,46.0
Gangwon,2021-03-31,2330.0,47.0
Gangwon,2021-04-01,2350.0,47.0
Gangwon,2021-04-02,2360.0,47.0
Gangwon,2021-04-03,2377.0,47.0
Gangwon,2021-04-04,2383.0,47.0
Gangwon,2021-04-05,2397.0,48.0
Gangwon,2021-04-06,2412.0,48.0
Gangwon,2021-04-07,2428.0,48.0
Gangwon,2021-04-08,2435.0,48.0
Gangwon,2021-04-09,2438.0,48.0
Gangwon,2021-04-10,2444.0,48.0
Gangwon,2021-04-11,2449.0,48.0
Gangwon,2021-04-12,2455.0,48.0
Gangwon,2021-04-13,2468.0,48.0
Gangwon,2021-04-14,2474.0,49.0
Gangwon,2021-04-15,2492.0,50.0
Gangwon,2021-04-16,2499.0,50.0
Gangwon,2021-04-17,2511.0,50.0
Gangwon,2021-04-18,2530.0,50.0
Gangwon,2021-04-19,2551.0,50.0
Gangwon,2021-04-20,5138.0,100.0
Gangwon,2021-04-21,2584.0,50.0
Gangwon,2021-04-22,2608.0,50.0
Gangwon,2021-04-23,2623.0,50.0
Gangwon,2021-04-24,2632.0,50.0
Gangwon,2021-04-25,2642.0,50.0
Gangwon,2021-04-26,2654.0,50.0
Gangwon,2021-04-27,2656.0,50.0
Gangwon,2021-04-28,2667.0,50.0
Gangwon,2021-04-29,2680.0,50.0
Gangwon,2021-04-30,5368.0,100.0
Gangwon,2021-05-01,2688.0,50.0
Gangwon,2021-05-02,2692.0,50.0
Gangwon,2021-05-03,2702.0,50.0
Gangwon,2021-05-04,2724.0,50.0
Gangwon,2021-05-05,2772.0,50.0
Gangwon,2021-05-06,2784.0,50.0
Gangwon,2021-05-07,2792.0,50.0
Gangwon,2021-05-08,2819.0,50.0
Gangwon,2021-05-09,2826.0,50.0
Gangwon,2021-05-10,2831.0,50.0
Gangwon,2021-05-11,2843.0,50.0
Gangwon,2021-05-12,2860.0,50.0
Gangwon,2021-05-13,2877.0,50.0
Gangwon,2021-05-14,2902.0,50.0
Gangwon,2021-05-15,2914.0,50.0
Gangwon,2021-05-16,2919.0,50.0
Gangwon,2021-05-17,2954.0,50.0
Gangwon,2021-05-18,2979.0,50.0
Gangwon,2021-05-19,2995.0,50.0
Gangwon,2021-05-20,3003.0,50.0
Gangwon,2021-05-21,3010.0,50.0
Gangwon,2021-05-22,3039.0,50.0
Gangwon,2021-05-23,3058.0,50.0
Gangwon,2021-05-24,3078.0,51.0
Gangwon,2021-05-25,3099.0,51.0
Gangwon,2021-05-26,3124.0,51.0
Gangwon,2021-05-27,3131.0,51.0
Gangwon,2021-05-28,3147.0,51.0
Gangwon,2021-05-29,3157.0,51.0
Gangwon,2021-05-30,3174.0,51.0
Gangwon,2021-05-31,3185.0,51.0
Gangwon,2021-06-01,3198.0,51.0
Gangwon,2021-06-02,3212.0,51.0
Gangwon,2021-06-03,3229.0,51.0
Gangwon,2021-06-04,3247.0,51.0
Gangwon,2021-06-05,3261.0,51.0
Gangwon,2021-06-06,3271.0,51.0
Gangwon,2021-06-07,3273.0,51.0
Gangwon,2021-06-08,3278.0,51.0
Gangwon,2021-06-09,3308.0,51.0
Gangwon,2021-06-10,3324.0,51.0
Gangwon,2021-06-11,3335.0,51.0
Gangwon,2021-06-12,3346.0,51.0
Gangwon,2021-06-13,3356.0,51.0
Gangwon,2021-06-14,3367.0,51.0
Gangwon,2021-06-15,3370.0,51.0
Gangwon,2021-06-16,3377.0,51.0
Gangwon,2021-06-17,3384.0,51.0
Gangwon,2021-06-18,3393.0,51.0
Gangwon,2021-06-19,3398.0,51.0
Gangwon,2021-06-20,3411.0,52.0
Gangwon,2021-06-21,3420.0,52.0
Gangwon,2021-06-22,3430.0,52.0
Gangwon,2021-06-23,3447.0,52.0
Gangwon,2021-06-24,3452.0,52.0
Gangwon,2021-06-25,3465.0,52.0
Gangwon,2021-06-26,3500.0,52.0
Gangwon,2021-06-27,3519.0,52.0
Gangwon,2021-06-28,3536.0,53.0
Gangwon,2021-06-29,3544.0,53.0
Gangwon,2021-06-30,3559.0,53.0
Gangwon,2021-07-01,3569.0,53.0
Gangwon,2021-07-02,3583.0,53.0
Gangwon,2021-07-03,3594.0,53.0
Gangwon,2021-07-04,3613.0,53.0
Gangwon,2021-07-05,3620.0,53.0
Gangwon,2021-07-06,3629.0,53.0
Gangwon,2021-07-07,3641.0,53.0
Gangwon,2021-07-08,3657.0,53.0
Gangwon,2021-07-09,3681.0,53.0
Gangwon,2021-07-10,3697.0,53.0
Gangwon,2021-07-12,3735.0,53.0
Gangwon,2021-07-13,3754.0,53.0
Gangwon,2021-07-14,3770.0,53.0
Gangwon,2021-07-15,3795.0,53.0
Gangwon,2021-07-16,3823.0,53.0
Gangwon,2021-07-17,7691.0,106.0
Gangwon,2021-07-18,3920.0,53.0
Gangwon,2021-07-19,3947.0,54.0
Gangwon,2021-07-20,3989.0,54.0
Gangwon,2021-07-21,4043.0,54.0
Gangwon,2021-07-22,8180.0,108.0
Gangwon,2021-07-23,4152.0,54.0
Gangwon,2021-07-24,4198.0,55.0
Gangwon,2021-07-25,4223.0,55.0
Gangwon,2021-07-26,4252.0,55.0
Gangwon,2021-07-27,4313.0,55.0
Gangwon,2021-07-28,4387.0,55.0
Gangwon,2021-07-29,4434.0,55.0
Gangwon,2021-07-30,4454.0,55.0
Gangwon,2021-07-31,4493.0,55.0
Gangwon,2021-08-01,4537.0,55.0
Gangwon,2021-08-02,4562.0,56.0
Gangwon,2021-08-03,4587.0,56.0
Gangwon,2021-08-04,4609.0,56.0
Gangwon,2021-08-05,9280.0,112.0
Gangwon,2021-08-06,4666.0,57.0
Gangwon,2021-08-07,4699.0,57.0
Gangwon,2021-08-08,4724.0,57.0
Gangwon,2021-08-09,4748.0,57.0
Gangwon,2021-08-10,4770.0,57.0
Gangwon,2021-08-11,4789.0,57.0
Gangwon,2021-08-12,4831.0,57.0
Gangwon,2021-08-13,4864.0,57.0
Gangwon,2021-08-14,4903.0,57.0
Gangwon,2021-08-15,4934.0,57.0
Gangwon,2021-08-16,4975.0,57.0
Gangwon,2021-08-17,5001.0,57.0
Gangwon,2021-08-18,5041.0,58.0
Gangwon,2021-08-19,5070.0,58.0
Gangwon,2021-08-20,5098.0,58.0
Gangwon,2021-08-21,5138.0,58.0
Gangwon,2021-08-22,5153.0,58.0
Gangwon,2021-08-23,5179.0,58.0
Gangwon,2021-08-24,5196.0,59.0
Gangwon,2021-08-25,5242.0,59.0
Gangwon,2021-08-26,5268.0,59.0
Gangwon,2021-08-27,5325.0,59.0
Gangwon,2021-08-28,5366.0,59.0
Gangwon,2021-08-29,5401.0,59.0
Gangwon,2021-08-30,5430.0,59.0
Gangwon,2021-08-31,5460.0,59.0
Gangwon,2021-09-01,5496.0,59.0
Gangwon,2021-09-02,5522.0,60.0
Gangwon,2021-09-03,5540.0,60.0
Gangwon,2021-09-04,5585.0,60.0
Gangwon,2021-09-05,5609.0,60.0
Gangwon,2021-09-06,5634.0,61.0
Gangwon,2021-09-07,5656.0,61.0
Gangwon,2021-09-08,5689.0,61.0
Gangwon,2021-09-09,5722.0,61.0
Gangwon,2021-09-10,5755.0,61.0
Gangwon,2021-09-11,5789.0,61.0
Gangwon,2021-09-12,5808.0,61.0
Gangwon,2021-09-13,5822.0,61.0
Gangwon,2021-09-14,5843.0,61.0
Gangwon,2021-09-15,5872.0,62.0
Gangwon,2021-09-16,5908.0,62.0
Gangwon,2021-09-17,5947.0,62.0
Gangwon,2021-09-18,5995.0,62.0
Gangwon,2021-09-19,6041.0,62.0
Gangwon,2021-09-20,6070.0,62.0
Gangwon,2021-09-21,6108.0,62.0
Gangwon,2021-09-22,6141.0,62.0
Gangwon,2021-09-23,6172.0,62.0
Gangwon,2021-09-24,6215.0,62.0
Gangwon,2021-09-25,6272.0,62.0
Gangwon,2021-09-26,6319.0,62.0
Gangwon,2021-09-27,6359.0,62.0
Gangwon,2021-09-28,6385.0,62.0
Gangwon,2021-09-29,6405.0,62.0
Gangwon,2021-09-30,6437.0,62.0
Gangwon,2021-10-01,6489.0,63.0
Gangwon,2021-10-02,6522.0,63.0
Gangwon,2021-10-03,6572.0,63.0
Gangwon,2021-10-04,6609.0,63.0
Gangwon,2021-10-05,6633.0,63.0
Gangwon,2021-10-06,6664.0,63.0
Gangwon,2021-10-07,6693.0,63.0
Gangwon,2021-10-08,6726.0,63.0
Gangwon,2021-10-09,6754.0,63.0
Gangwon,2021-10-10,6772.0,64.0
Gangwon,2021-10-11,6789.0,64.0
Gangwon,2021-10-12,6817.0,64.0
Gangwon,2021-10-13,6834.0,64.0
Gangwon,2021-10-14,6856.0,64.0
Gangwon,2021-10-15,6877.0,64.0
Gangwon,2021-10-16,6896.0,66.0
Gangwon,2021-10-17,6920.0,66.0
Gangwon,2021-10-18,6928.0,66.0
Gangwon,2021-10-19,6935.0,66.0
Gangwon,2021-10-20,6962.0,66.0
Gangwon,2021-10-21,6993.0,66.0
Gangwon,2021-10-22,7011.0,66.0
Gangwon,2021-10-23,7031.0,66.0
Gangwon,2021-10-24,7044.0,66.0
Gangwon,2021-10-25,7064.0,66.0
Gangwon,2021-10-26,7089.0,66.0
Gangwon,2021-10-27,7108.0,66.0
Gangwon,2021-10-28,7130.0,66.0
Gangwon,2021-10-29,7151.0,66.0
Gangwon,2021-10-30,7176.0,67.0
Gangwon,2021-10-31,7199.0,67.0
Gangwon,2021-11-01,7212.0,67.0
Gangwon,2021-11-02,7241.0,67.0
Gangwon,2021-11-03,14540.0,134.0
Gangwon,2021-11-04,7309.0,67.0
Gangwon,2021-11-05,7331.0,67.0
Gangwon,2021-11-06,7373.0,67.0
Gangwon,2021-11-07,7415.0,67.0
Gangwon,2021-11-08,7445.0,68.0
Gangwon,2021-11-09,7466.0,68.0
Gangwon,2021-11-10,7489.0,68.0
Gangwon,2021-11-11,7518.0,68.0
Gangwon,2021-11-12,7548.0,68.0
Gangwon,2021-11-13,7579.0,68.0
Gangwon,2021-11-14,7610.0,68.0
Gangwon,2021-11-15,7645.0,68.0
Gangwon,2021-11-16,7696.0,68.0
Gangwon,2021-11-17,7750.0,68.0
Gangwon,2021-11-18,7812.0,68.0
Gangwon,2021-11-19,7884.0,68.0
Gangwon,2021-11-20,7943.0,69.0
Gangwon,2021-11-21,8018.0,69.0
Gangwon,2021-11-22,8073.0,70.0
Gangwon,2021-11-23,8139.0,71.0
Gangwon,2021-11-24,8204.0,71.0
Gangwon,2021-11-25,8291.0,71.0
Gangwon,2021-11-26,8344.0,71.0
Gangwon,2021-11-27,8437.0,72.0
Gangwon,2021-11-28,8500.0,72.0
Gangwon,2021-11-29,8556.0,72.0
Gangwon,2021-11-30,8640.0,73.0
Gangwon,2021-12-01,8745.0,74.0
Gangwon,2021-12-02,8889.0,75.0
Gangwon,2021-12-03,8986.0,75.0
Gangwon,2021-12-04,9100.0,75.0
Gangwon,2021-12-05,9216.0,76.0
Gangwon,2021-12-06,9328.0,78.0
Gangwon,2021-12-07,9437.0,78.0
Gangwon,2021-12-08,9580.0,79.0
Gangwon,2021-12-09,9719.0,80.0
Gangwon,2021-12-10,9871.0,81.0
Gangwon,2021-12-11,10041.0,82.0
Gangwon,2021-12-12,10164.0,84.0
